Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004]
Papua New Guinea,PNG,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,Overall Average,IQ.SCI.OVRL,62.2222666666667,64.4445,64.4445,68.8889,71.1111,72.2222333333333,74.4444444444444,77.7777777777778,77.7777777777778,72.2222222222222,72.2222222222222,72.2222222222222,68.8888888888889,68.8888888888889,70,70,67.7777777777778
Peru,PER,Government finance accounting,3.02.01.02.fscov,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lebanon,LBN,Industrial production index,5.01.01.01.indust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,Primary completion,5.51.01.08.primcomp,0.66667,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1
Afghanistan,AFG,Primary completion,5.51.01.08.primcomp,0.66667,0,0,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0
Togo,TGO,National immunization coverage,5.13.01.01.who,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Sub-Saharan Africa (excluding high income),SSA,Vital registration system coverage,3.11.01.03.popreg,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Special Data Dissemination Standard,5.21.01.01.sdds,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Import and export price indexes,5.04.01.02.impexp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,60,60,60,80,70,70,80,80,60,60,60,80,70,70,60,60,..
Kenya,KEN,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,MWI,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Brazil,BRA,Income poverty,5.51.01.01.poverty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kazakhstan,KAZ,Income poverty,5.51.01.01.poverty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66667
"Iran, Islamic Rep.",IRN,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,60,70,70,60,70,60,60,50,50,40,50,70,70,70,60,60,60
Djibouti,DJI,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,40,40,40,40,40,20,20,20,20,20,30,10,10,20,40,40,..
Bhutan,BTN,Income poverty,5.51.01.01.poverty,0.66667,0.66667,0.66667,0.66667,1,1,1,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0,0,..
Cameroon,CMR,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Salvador,SLV,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tunisia,TUN,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,0.66667,1,1,1,1,1,1,1,1,1,1,1
Mexico,MEX,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,IDN,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tunisia,TUN,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,40,60,30,40,70,70,60,70,70,70,70,70,70,70,70,70,70
Bhutan,BTN,Industrial production index,5.01.01.01.indust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Afghanistan,AFG,National accounts base year,2.01.01.02.nabase,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
"Iran, Islamic Rep.",IRN,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Poverty survey,5.14.01.01.povsurv,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5
Syrian Arab Republic,SYR,Overall Average,IQ.SCI.OVRL,22.2222,26.6666666666667,30,32.2222333333333,37.7778,47.7777666666667,44.4444444444444,43.3333333333333,52.2222222222222,60,56.6666666666667,54.4444444444444,62.2222222222222,56.6666666666667,61.1111111111111,61.1111111111111,57.7777777777778
Chile,CHL,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,100,100,100,100,96.6667,96.6667,96.6666666666667,96.6666666666667,93.33333,93.33333,93.33333,96.66667,96.66667,93.33333,93.33333,93.33333,93.33333
Nicaragua,NIC,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eritrea,ERI,National immunization coverage,5.13.01.01.who,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,80,70,73.3333,86.6667,96.6667,83.3334,90,93.3333333333333,93.33333,90,86.66667,86.66667,86.66667,86.66667,86.66667,86.66667,80
Turkey,TUR,Health survey,5.13.01.01.hlthsurv,0.5,0.5,0,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1
"Congo, Rep.",COG,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Panama,PAN,National accounts base year,2.01.01.02.nabase,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
Lao PDR,LAO,Child malnutrition,5.51.01.02.malnut,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,0.66667,0.66667,0.33333,0.33333,0.66667,1,1,1
Latin America & Caribbean (excluding high income),LAC,HIV/AIDS,5.51.01.05.hiv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Turkmenistan,TKM,HIV/AIDS,5.51.01.05.hiv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,TUV,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..
Guyana,GUY,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,..
Romania,ROU,Primary completion,5.51.01.08.primcomp,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,1,0.66667,0.66667,0.66667,0.66667,0.66667,1,1,1,1,0.66667
Turkey,TUR,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
Mauritius,MUS,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Iran, Islamic Rep.",IRN,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,External debt reporting status,5.04.01.01.exdebt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Honduras,HND,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,National accounts base year,2.01.01.02.nabase,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Belarus,BLR,UNESCO reporting,5.12.01.01.unesco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Comoros,COM,Health survey,5.13.01.01.hlthsurv,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,..
Kiribati,KIR,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Colombia,COL,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gabon,GAB,Overall Average,IQ.SCI.OVRL,39.9999666666667,43.3333,36.6666333333333,36.6666333333333,36.6666333333333,39.9999666666667,42.2222222222222,42.2222222222222,36.6666666666667,43.3333333333333,40,41.1111111111111,36.6666666666667,40,40,47.7777777777778,44.4444444444444
Ghana,GHA,Child malnutrition,5.51.01.02.malnut,1,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
Belize,BLZ,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
St. Kitts and Nevis,KNA,Government finance accounting,3.02.01.02.fscov,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,..
Marshall Islands,MHL,Poverty survey,5.14.01.01.povsurv,0,0,0,0,0,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,..
Trinidad and Tobago,TTO,National accounts base year,2.01.01.02.nabase,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0
Trinidad and Tobago,TTO,External debt reporting status,5.04.01.01.exdebt,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
Montenegro,MNE,Consumer price index base year,2.01.03.01.prcpbase,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,..,..
Zambia,ZMB,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
East Asia & Pacific (excluding high income),EAP,Import and export price indexes,5.04.01.02.impexp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,Primary completion,5.51.01.08.primcomp,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Industrial production index,5.01.01.01.indust,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,MOZ,Consumer price index base year,2.01.03.01.prcpbase,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
China,CHN,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Palau,PLW,External debt reporting status,5.04.01.01.exdebt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Tuvalu,TUV,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..
Poland,POL,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guatemala,GTM,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nauru,NRU,Income poverty,5.51.01.01.poverty,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Lesotho,LSO,Vital registration system coverage,3.11.01.03.popreg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,Government finance accounting,3.02.01.02.fscov,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Algeria,DZA,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Central African Republic,CAF,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667
Costa Rica,CRI,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Liberia,LBR,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,NGA,Income poverty,5.51.01.01.poverty,0.66667,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.33333,0.33333,0.66667
IBRD only,IBD,Health survey,5.13.01.01.hlthsurv,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Import and export price indexes,5.04.01.02.impexp,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Rep.",COG,Gender equality,5.51.01.07.gender,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.33333
Cambodia,KHM,National accounts base year,2.01.01.02.nabase,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Belize,BLZ,Access to water,5.51.01.09.water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Chile,CHL,Special Data Dissemination Standard,5.21.01.01.sdds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
St. Lucia,LCA,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,50,70,70,60,80,80,70,70,60,60,60,60,60,60,60,60,..
Peru,PER,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tuvalu,TUV,National immunization coverage,5.13.01.01.who,1,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,National accounts base year,2.01.01.02.nabase,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,..
Mozambique,MOZ,Child malnutrition,5.51.01.02.malnut,1,0.66667,0.66667,0.66667,1,1,1,1,1,1,0.66667,1,1,1,1,1,1
Tuvalu,TUV,Maternal health,5.51.01.06.matern,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,..,..,..,..,..,..,..,..,..
Mali,MLI,HIV/AIDS,5.51.01.05.hiv,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Comoros,COM,Maternal health,5.51.01.06.matern,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,..
Jamaica,JAM,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,40,40,50,60,80,80,80,70,70,60,60,50,50,60,60,60,60
Pakistan,PAK,Overall Average,IQ.SCI.OVRL,72.2222333333333,71.1111333333333,74.4444666666667,75.5555666666667,75.5555666666667,75.5555666666667,74.4444444444444,67.7777777777778,71.1111111111111,74.4444444444444,76.6666666666667,83.3333333333333,84.4444444444444,85.5555555555555,81.1111111111111,80,73.3333333333333
Bulgaria,BGR,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Albania,ALB,Primary completion,5.51.01.08.primcomp,1,1,1,1,1,0,0,0,0,0,0,0.33333,0.33333,0.33333,0.66667,0.66667,0.33333
Vanuatu,VUT,Balance of payments manual in use,2.04.01.01.excncpt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Vanuatu,VUT,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Ukraine,UKR,Agricultural census,3.01.04.01.agcen,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Benin,BEN,Special Data Dissemination Standard,5.21.01.01.sdds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,..,..
Belarus,BLR,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kosovo,XKX,UNESCO reporting,5.12.01.01.unesco,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..
Panama,PAN,External debt reporting status,5.04.01.01.exdebt,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tonga,TON,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66667,0.66667,0.66667,..
Kenya,KEN,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bosnia and Herzegovina,BIH,Maternal health,5.51.01.06.matern,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Romania,ROU,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eritrea,ERI,Agricultural census,3.01.04.01.agcen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,Child malnutrition,5.51.01.02.malnut,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0,0,0,0,0,..
Belarus,BLR,National accounts base year,2.01.01.02.nabase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tonga,TON,Primary completion,5.51.01.08.primcomp,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.66667,0.66667,0.33333,0.66667,..
Paraguay,PRY,Primary completion,5.51.01.08.primcomp,0,0,0.33333,0.33333,0.66667,0.66667,0.66667,0.66667,1,1,1,1,1,1,1,1,1
Madagascar,MDG,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,50,50,20,30,50,40,50,50,60,60,60,60,60,60,60,60,60
Samoa,WSM,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Bolivia,BOL,Child malnutrition,5.51.01.02.malnut,1,1,1,0.33333,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,1,0.66667,1,1
Marshall Islands,MHL,Agricultural census,3.01.04.01.agcen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Lebanon,LBN,Immunization,5.51.01.04.immun,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Costa Rica,CRI,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peru,PER,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Fiji,FJI,Vital registration system coverage,3.11.01.03.popreg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Syrian Arab Republic,SYR,Maternal health,5.51.01.06.matern,0.33333,0.66667,0.66667,1,1,1,1,1,0.66667,0.66667,0.66667,0.33333,0.33333,0,0.33333,0.33333,0.33333
West Bank and Gaza,PSE,Agricultural census,3.01.04.01.agcen,1,1,1,1,1,1,1,1,1,1,0,0,..,..,..,..,..
Kiribati,KIR,Population census,3.11.01.01.popcen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Bulgaria,BGR,Health survey,5.13.01.01.hlthsurv,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,1,1,1
Azerbaijan,AZE,HIV/AIDS,5.51.01.05.hiv,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Timor-Leste,TLS,Gender equality,5.51.01.07.gender,1,1,1,1,1,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0.33333,0,..
Nepal,NPL,Per capita GDP growth,5.51.01.10.gdp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",COD,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,Income poverty,5.51.01.01.poverty,1,1,1,1,1,1,0.66667,0.66667,0.66667,0.33333,0.33333,0.33333,0,0.33333,0.33333,0.66667,0.66667
Nigeria,NGA,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,80,80,80,80,83.3333,83.3333,86.6666666666667,86.6666666666667,93.33333,90,86.66667,80,83.33333,80,73.33333,70,73.33333
St. Lucia,LCA,Vital registration system coverage,3.11.01.03.popreg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
Niger,NER,Gender equality,5.51.01.07.gender,0.66667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IDA total,IDA,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,80.6289528301887,81.8868188679245,82.9560056603774,82.2641754716982,80.8805396226415,81.4465811320755,78.4591194968553,78.7735849056604,80.7843133333333,81.6025638461539,81.4102569230769,79.1666669230769,78.3333330769231,78.3333330769231,77.4999996153846,78.6928101960784,76.0784309803922
Mozambique,MOZ,Child mortality,5.51.01.03.mortal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iraq,IRQ,Import and export price indexes,5.04.01.02.impexp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
